Order Month,Order Year,Customer Name,Segment,City,State,Region,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit
8,2015,Cassandra Brandow,Consumer,Arlington,Texas,Central,Furniture,Tables,Hon Racetrack Conference Tables,$918.79 ,5,0.3,($118.13)
8,2015,Cassandra Brandow,Consumer,Arlington,Texas,Central,Office Supplies,Binders,"Avery Durable Plastic 1 Binders""""",$2.72 ,3,0.8,($4.22)
3,2016,Sibella Parks,Corporate,New York City,New York,East,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",$459.95 ,5,0,$18.40 
11,2016,Roy Collins,Consumer,Louisville,Kentucky,South,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",$10.74 ,3,0,$5.26 
6,2017,Tiffany House,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,$23.76 ,3,0.2,$2.08 
6,2017,Tiffany House,Corporate,Dallas,Texas,Central,Office Supplies,Paper,Easy-staple paper,$85.06 ,3,0.2,$28.71 
6,2017,Tiffany House,Corporate,Dallas,Texas,Central,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,$381.58 ,3,0.2,$28.62 
12,2014,Resi Pölking,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",$30.36 ,5,0.2,$8.73 
6,2017,Meg O'Connel,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$23.98 ,3,0.6,($14.39)
6,2017,Meg O'Connel,Home Office,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",$108.93 ,1,0.5,($71.89)
6,2017,Tamara Dahlen,Consumer,Quincy,Illinois,Central,Office Supplies,Art,Newell 331,$19.56 ,5,0.2,$1.71 
12,2017,Rob Beeghly,Consumer,Columbus,Indiana,Central,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,$61.44 ,3,0,$16.59 
12,2017,Rob Beeghly,Consumer,Columbus,Indiana,Central,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",$38.90 ,5,0,$17.51 
12,2017,Rob Beeghly,Consumer,Columbus,Indiana,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,$99.39 ,3,0,$40.75 
3,2017,Carol Darley,Consumer,Tyler,Texas,Central,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,$2.69 ,3,0.8,($7.39)
3,2017,Carol Darley,Consumer,Tyler,Texas,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",$27.82 ,3,0.2,$4.52 
3,2017,Carol Darley,Consumer,Tyler,Texas,Central,Furniture,Furnishings,"Howard Miller 13-1/2 Diameter Rosebrook Wall Clock""""",$82.52 ,3,0.6,($41.26)
3,2017,Carol Darley,Consumer,Tyler,Texas,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$182.99 ,3,0.8,($320.24)
11,2016,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Binders,Avery Hanging File Binders,$14.35 ,3,0.2,$4.66 
11,2016,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,$64.96 ,2,0,$2.60 
11,2016,Doug Jacobs,Consumer,New York City,New York,East,Office Supplies,Storage,Advantus Rolling Storage Box,$68.60 ,4,0,$18.52 
11,2017,Grant Thornton,Corporate,Burlington,North Carolina,South,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,"$7,999.98 ",4,0.5,"($3,839.99)"
11,2017,Grant Thornton,Corporate,Burlington,North Carolina,South,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",$167.44 ,2,0.2,$14.65 
7,2014,Michael Chen,Consumer,Jackson,Mississippi,South,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,$479.97 ,3,0,$163.19 
7,2014,Michael Chen,Consumer,Jackson,Mississippi,South,Office Supplies,Labels,Avery 516,$14.62 ,2,0,$6.87 
7,2014,Michael Chen,Consumer,Jackson,Mississippi,South,Office Supplies,Paper,Xerox 1995,$19.44 ,3,0,$9.33 
12,2017,Ralph Arnett,Consumer,New York City,New York,East,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$191.98 ,2,0.2,$4.80 
6,2014,Naresj Patel,Consumer,Waynesboro,Virginia,South,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,$104.01 ,1,0,$14.56 
6,2014,Naresj Patel,Consumer,Waynesboro,Virginia,South,Technology,Phones,Konftel 250 Conference phone - Charcoal black,$284.82 ,1,0,$74.05 
6,2014,Naresj Patel,Consumer,Waynesboro,Virginia,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$36.84 ,3,0,$10.32 
3,2015,Alan Barnes,Consumer,Los Angeles,California,West,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,$166.24 ,1,0,$24.94 
3,2015,Alan Barnes,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1977,$33.40 ,5,0,$16.03 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",$198.27 ,8,0.2,$17.35 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,Avery 490,$47.36 ,4,0.2,$17.76 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,$200.98 ,7,0.2,$62.81 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$97.70 ,4,0.2,$31.75 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",$2.70 ,1,0.2,$0.81 
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,GBC Linen Binding Covers,$18.59 ,2,0.7,($13.63)
5,2015,Jesus Ocampo,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,$4.90 ,3,0.7,($3.43)
9,2017,Dorris liebe,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",$15.07 ,3,0.2,$4.14 
11,2016,Alejandro Savely,Corporate,Seattle,Washington,West,Furniture,Furnishings,"Tenex The Solids"""" Textured Chair Mats""""",$209.88 ,3,0,$35.68 
4,2015,Jay Kimmel,Consumer,Long Beach,California,West,Furniture,Tables,Laminate Occasional Tables,$369.91 ,3,0.2,($13.87)
9,2014,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Paper,Xerox 220,$10.37 ,2,0.2,$3.63 
9,2014,Brad Norvell,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,$166.84 ,5,0.2,$18.77 
9,2014,Brad Norvell,Corporate,Cary,North Carolina,South,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$15.22 ,1,0.2,$2.28 
12,2014,David Philippe,Consumer,New York City,New York,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,$119.96 ,4,0,$52.78 
12,2014,David Philippe,Consumer,New York City,New York,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,$883.92 ,5,0.2,($110.49)
12,2014,David Philippe,Consumer,New York City,New York,East,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$46.72 ,8,0.2,$15.77 
4,2014,Tracy Hopkins,Home Office,New York City,New York,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$55.48 ,1,0,$26.63 
9,2017,Arthur Prichep,Consumer,Palm Coast,Florida,South,Office Supplies,Envelopes,"#10- 4 1/8 x 9 1/2"""" Security-Tint Envelopes""""",$24.45 ,4,0.2,$8.86 
5,2017,Roland Schwarz,Corporate,Mount Vernon,New York,East,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,$281.34 ,6,0,$109.72 
5,2017,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$307.98 ,2,0,$89.31 
5,2017,Roland Schwarz,Corporate,Mount Vernon,New York,East,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,$299.97 ,3,0,$113.99 
7,2014,Dorris liebe,Corporate,Seattle,Washington,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,$19.92 ,5,0.2,$6.97 
1,2014,Seth Vernon,Consumer,Dover,Delaware,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$9.94 ,2,0,$3.08 
9,2017,Kelly Collister,Consumer,Newark,Ohio,East,Furniture,Furnishings,"Howard Miller 13 Diameter Pewter Finish Round Wall Clock""""",$103.06 ,3,0.2,$24.48 
6,2014,Christine Kargatis,Home Office,Orem,Utah,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$59.81 ,3,0.2,$19.44 
6,2014,Christine Kargatis,Home Office,Orem,Utah,West,Furniture,Furnishings,Aluminum Document Frame,$73.32 ,6,0,$22.00 
2,2016,Ross DeVincentis,Home Office,Los Angeles,California,West,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,$146.82 ,3,0,$73.41 
12,2016,Michael Paige,Corporate,Detroit,Michigan,Central,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"$1,652.94 ",3,0,$231.41 
12,2016,Michael Paige,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",$296.37 ,3,0,$80.02 
10,2014,Mathew Reese,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Seth Thomas 16 Steel Case Clock""""",$129.92 ,5,0.2,$21.11 
7,2016,Steve Chapman,Corporate,Hialeah,Florida,South,Office Supplies,Supplies,Acme Softgrip Scissors,$45.58 ,7,0.2,$5.13 
9,2017,Jay Fein,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9""""""""",$17.57 ,2,0.2,$6.37 
9,2017,Jay Fein,Consumer,Austin,Texas,Central,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,$55.99 ,1,0.2,$5.60 
12,2016,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Paper,Xerox 1964,$182.72 ,8,0,$84.05 
12,2016,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",$400.03 ,2,0.4,($153.35)
12,2016,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Storage,"Personal Folder Holder, Ebony",$33.63 ,3,0,$10.09 
12,2016,Emily Grady,Consumer,Oceanside,New York,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",$542.65 ,3,0.1,$102.50 
12,2016,Emily Grady,Consumer,Oceanside,New York,East,Office Supplies,Labels,Avery 520,$6.30 ,2,0,$3.02 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$242.94 ,3,0,$9.72 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Technology,Accessories,Logitech Illuminated - Keyboard,$179.97 ,3,0,$86.39 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,$99.70 ,6,0.2,$33.65 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$27.94 ,4,0.2,$9.43 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,$84.98 ,1,0,$18.70 
1,2017,Darrin Sayre,Home Office,Seattle,Washington,West,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$18.72 ,5,0.2,$6.55 
9,2014,Gary Zandusky,Consumer,San Francisco,California,West,Technology,Accessories,Logitech Wireless Touch Keyboard K400,$49.98 ,2,0,$8.50 
1,2014,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Labels,Avery 508,$11.78 ,3,0.2,$4.27 
1,2014,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Storage,SAFCO Boltless Steel Shelving,$272.74 ,3,0.2,($64.77)
1,2014,Phillina Ober,Home Office,Naperville,Illinois,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,$3.54 ,2,0.8,($5.49)
8,2016,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,$51.52 ,5,0.2,($10.95)
8,2016,Sung Shariari,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Xerox 196,$4.62 ,1,0.2,$1.68 
5,2014,Maya Herman,Corporate,San Diego,California,West,Furniture,Tables,KI Conference Tables,$567.12 ,10,0.2,($28.36)
5,2014,Maya Herman,Corporate,San Diego,California,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,$359.32 ,4,0,$7.19 
3,2016,Peter Bühler,Consumer,Evanston,Illinois,Central,Technology,Phones,Belkin iPhone and iPad Lightning Cable,$11.99 ,1,0.2,$0.90 
10,2017,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,GBC Durable Plastic Covers,$58.05 ,3,0,$26.70 
10,2017,Roland Fjeld,Consumer,Trenton,Michigan,Central,Furniture,Furnishings,Nu-Dell Leatherette Frames,$157.74 ,11,0,$56.79 
10,2017,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",$56.98 ,7,0,$22.79 
10,2017,Roland Fjeld,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,Avery Durable Binders,$2.88 ,1,0,$1.41 
4,2016,Yoseph Carroll,Corporate,San Francisco,California,West,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"$1,199.98 ",3,0.2,$374.99 
12,2015,Melanie Seite,Consumer,Los Angeles,California,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$79.92 ,4,0,$28.77 
9,2016,Nona Balk,Corporate,Jacksonville,Florida,South,Furniture,Tables,Chromcraft Round Conference Tables,$383.44 ,4,0.45,($167.32)
12,2014,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$24.56 ,2,0,$6.88 
12,2014,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,$119.80 ,4,0,$47.92 
7,2017,Christine Phan,Corporate,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,$13.13 ,3,0.2,$4.27 
8,2015,Andrew Roberts,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 226,$58.32 ,9,0,$27.99 
11,2017,Julie Creighton,Corporate,Atlanta,Georgia,South,Office Supplies,Labels,Avery 476,$12.39 ,3,0,$5.70 
2,2015,Lisa Hazard,Consumer,Columbus,Ohio,East,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$107.98 ,3,0.4,($27.00)
1,2014,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Staple envelope,$11.36 ,2,0,$5.34 
1,2014,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,$50.94 ,3,0,$25.47 
1,2014,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,$646.74 ,6,0,$258.70 
1,2014,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,3-ring staple pack,$5.64 ,3,0,$2.71 
1,2014,Chris Selesnick,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,$572.58 ,6,0,$34.35 
5,2014,Anthony Johnson,Corporate,Saint Petersburg,Florida,South,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,$310.88 ,2,0.2,$23.32 
5,2016,Laurel Elliston,Consumer,Arlington,Virginia,South,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,$641.96 ,2,0,$179.75 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,$18.28 ,2,0,$9.14 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Technology,Phones,AT&T 841000 Phone,$207.00 ,3,0,$51.75 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,GBC Instant Report Kit,$32.35 ,5,0,$16.18 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,$7.71 ,1,0,$3.47 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,$40.30 ,2,0,$10.88 
1,2017,Benjamin Venier,Corporate,Des Moines,Iowa,Central,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",$34.58 ,7,0,$14.52 
6,2014,Dan Lawera,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",$32.76 ,7,0.2,$3.69 
8,2015,Nick Zandusky,Home Office,San Francisco,California,West,Furniture,Chairs,Hon GuestStacker Chair,$544.01 ,3,0.2,$40.80 
8,2015,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 191,$59.94 ,3,0,$28.17 
8,2015,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1974,$23.92 ,4,0,$11.72 
8,2015,Nick Zandusky,Home Office,San Francisco,California,West,Office Supplies,Paper,Xerox 1927,$4.28 ,1,0,$1.93 
10,2015,Bryan Mills,Consumer,Columbus,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,$32.07 ,5,0.7,($22.45)
10,2015,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,$24.00 ,2,0.2,($2.70)
10,2015,Bryan Mills,Consumer,Columbus,Ohio,East,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",$35.49 ,1,0.5,($15.62)
10,2015,Bryan Mills,Consumer,Columbus,Ohio,East,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,$47.98 ,2,0.2,$0.60 
5,2015,Erin Ashbrook,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,$186.69 ,3,0,$87.74 
3,2017,Clay Ludtke,Consumer,Lancaster,California,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,$17.46 ,2,0.2,$5.89 
12,2015,Liz Thompson,Consumer,Lancaster,California,West,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",$348.93 ,2,0.2,$34.89 
6,2015,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,GBC VeloBinder Manual Binding System,$143.96 ,4,0,$69.10 
6,2015,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",$15.42 ,1,0,$4.16 
6,2015,Sue Ann Reed,Consumer,Richmond,Virginia,South,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2 X 11""""""""",$43.04 ,8,0,$21.09 
6,2015,Sue Ann Reed,Consumer,Richmond,Virginia,South,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,$332.94 ,3,0,$79.91 
5,2016,Joe Kamberova,Consumer,Asheville,North Carolina,South,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,"$1,363.96 ",5,0.2,$85.25 
9,2014,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 499,$9.96 ,2,0,$4.58 
9,2014,Erica Smith,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",$21.72 ,4,0,$10.64 
9,2017,Rick Hansen,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,Avery Durable Binders,$20.16 ,7,0,$9.88 
12,2015,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 1887,$132.79 ,7,0,$63.74 
12,2015,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 1967,$12.96 ,2,0,$6.22 
12,2015,David Bremer,Corporate,Rochester,New York,East,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,$21.56 ,7,0,$10.35 
11,2015,Carlos Daly,Consumer,Lake Elsinore,California,West,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",$283.92 ,5,0.2,$17.75 
2,2017,Helen Wasserman,Corporate,San Diego,California,West,Furniture,Furnishings,"Executive Impressions 14 Contract Wall Clock""""",$22.23 ,1,0,$7.34 
2,2017,Helen Wasserman,Corporate,San Diego,California,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,$215.97 ,2,0.2,$18.90 
8,2016,Helen Wasserman,Corporate,New York City,New York,East,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,$355.32 ,9,0,$99.49 
3,2016,Mike Caudle,Corporate,Monroe,Louisiana,South,Office Supplies,Paper,Xerox 218,$12.96 ,2,0,$6.22 
4,2017,Gary McGarr,Consumer,San Francisco,California,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",$18.28 ,2,0,$6.22 
11,2014,Russell Applegate,Consumer,Denver,Colorado,West,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,$43.18 ,3,0.2,$4.32 
11,2014,Russell Applegate,Consumer,Denver,Colorado,West,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,"$1,983.97 ",4,0.2,$248.00 
2,2015,Allen Armold,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,Coloredge Poster Frame,$28.40 ,2,0,$11.08 
2,2015,Allen Armold,Consumer,Omaha,Nebraska,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,$149.97 ,3,0,$50.99 
10,2014,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Art,Newell 32,$11.52 ,4,0,$3.23 
10,2014,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Furniture,Tables,"Bevis Round Bullnose 29 High Table Top""""","$1,298.55 ",5,0,$311.65 
10,2014,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,$213.92 ,4,0,$62.04 
10,2014,Zuschuss Carroll,Consumer,Edmonds,Washington,West,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,$25.78 ,2,0,$2.58 
5,2017,Pauline Johnson,Consumer,Santa Ana,California,West,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",$18.28 ,2,0,$6.22 
5,2017,Pauline Johnson,Consumer,Santa Ana,California,West,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"$1,399.93 ",7,0,$601.97 
3,2015,Bart Watters,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,Xerox 205,$51.84 ,8,0,$24.88 
9,2016,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1968,$5.34 ,1,0.2,$1.87 
6,2014,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1995,$41.47 ,8,0.2,$14.52 
6,2014,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,$3.17 ,3,0.7,($2.43)
6,2014,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Leather Executive Chair,"$1,228.47 ",5,0.3,$0.00 
6,2014,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Recycled Grain Textured Covers,$31.09 ,3,0.7,($22.80)
6,2014,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1941,$335.52 ,4,0.2,$117.43 
6,2017,Toby Ritter,Consumer,Belleville,New Jersey,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$239.97 ,3,0,$71.99 
6,2017,Toby Ritter,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,Avery 508,$9.82 ,2,0,$4.81 
5,2014,Patrick Gardner,Consumer,San Francisco,California,West,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,$67.80 ,4,0,$4.07 
5,2014,Patrick Gardner,Consumer,San Francisco,California,West,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,$167.97 ,3,0,$40.31 
8,2017,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Fasteners,Advantus Plastic Paper Clips,$35.00 ,7,0,$16.80 
8,2017,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,$37.24 ,4,0,$10.80 
8,2017,Greg Tran,Consumer,Lakeville,Minnesota,Central,Office Supplies,Envelopes,Security-Tint Envelopes,$15.28 ,2,0,$7.49 
6,2017,Joel Eaton,Consumer,Florence,Kentucky,South,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",$301.96 ,2,0,$90.59 
6,2017,Joel Eaton,Consumer,Florence,Kentucky,South,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",$180.66 ,3,0,$50.58 
6,2017,Joel Eaton,Consumer,Florence,Kentucky,South,Technology,Phones,Pyle PMP37LED,$191.98 ,2,0,$51.83 
6,2017,Joel Eaton,Consumer,Florence,Kentucky,South,Technology,Phones,Clarity 53712,$65.99 ,1,0,$17.16 
7,2016,Jennifer Braxton,Corporate,Tampa,Florida,South,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,$35.22 ,2,0.2,$2.64 
7,2016,Jennifer Braxton,Corporate,Tampa,Florida,South,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",$23.70 ,2,0.2,$6.52 
7,2016,Jennifer Braxton,Corporate,Tampa,Florida,South,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,$265.48 ,1,0.5,($111.50)
9,2014,Lisa Hazard,Consumer,Tyler,Texas,Central,Office Supplies,Binders,GBC ProClick Punch Binding System,$51.18 ,4,0.8,($79.34)
11,2017,James Lanier,Home Office,Columbia,Tennessee,South,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",$9.66 ,2,0.2,$3.26 
3,2016,Ed Braxton,Corporate,Fort Worth,Texas,Central,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,$21.07 ,3,0.2,$1.58 
